loan_id,risk_band,predicted_default_proba,proba_pctile_in_band,principal,loan_type_clean,state
L35313-298758,Low,0.09933255691648661,0.9993055508275519,60839.02,credit_line,MH
L94789-477381,Low,0.09931856658664512,0.9992987425023319,67818.26,auto,GA
L47369-389138,Low,0.0993057583686345,0.9992919341771118,70882.07,auto,MP
L40283-20687,Low,0.09929331327747878,0.9992851258518917,72229.71,credit_line,MI
L83618-43043,Low,0.09927594500525926,0.9992783175266716,78036.18,credit_line,WI
L36065-66744,Low,0.09927363896678833,0.9992715092014516,72315.13,home_equity, GA
L43810-879679,Low,0.0992499092300197,0.9992647008762314,67249.63,home_equity,DC
L14779-142749,Low,0.09924817825416372,0.9992578925510114,64106.81,home_equity,AZ
L517-429307,Low,0.0992403948320428,0.9992510842257913,56956.82,home_equity,MT
L99675-235237,Low,0.09923956323830849,0.9992442759005712,41255.41,home_equity,MN
L53151-654368,Low,0.09923819399529257,0.9992374675753511,64085.99,credit_line,MH
L58822-78472,Low,0.09923759604359766,0.9992306592501311,53785.7,home_equity,MD
L91654-972416,Low,0.09923042893019274,0.999223850924911,53023.88,credit_line,wy
L95224-559946,Low,0.09922689031387412,0.9992170425996909,58108.36,credit_line,SD
L17021-522658,Low,0.09920586404023878,0.9992102342744709,78035.93,home_equity,NM
L60192-740846,Low,0.09920328884394998,0.9992034259492507,86862.3,home_equity,ME
L21577-706474,Low,0.0992032556134958,0.9991966176240307,70131.26,home_equity,SD
L66976-201234,Low,0.09920081645069892,0.9991898092988106,59461.69,unknown, PR
L62452-575268,Low,0.09919945777147532,0.9991830009735905,50618.92,credit_line,tn
L32209-453929,Low,0.09919890584305413,0.9991761926483704,66132.29,credit_line,MS
L94120-814104,Low,0.09917557615948885,0.9991693843231504,66667.05,home_equity,MN
L93343-828137,Low,0.09917402820093514,0.9991625759979302,83332.7,small_business,VT
L72811-441420,Low,0.09917282546875753,0.9991557676727102,84201.12,credit_line,MI
L16691-291569,Low,0.09916736366053333,0.9991489593474902,73371.63,credit_line,NH
L91034-302908,Low,0.09916507171863115,0.99914215102227,50899.99,credit_line,RI
L84514-996915,Low,0.09914140486981672,0.99913534269705,51461.01,credit_line,WV
L55514-619097,Low,0.09912519963015422,0.9991285343718299,67583.27,home_equity, VI
L8293-737063,Low,0.09912459109987685,0.9991217260466098,93584.83,credit_line,ID
L73810-566652,Low,0.09912252402275129,0.9991149177213897,75496.57,home_equity,WY
L24338-236322,Low,0.09911241840523491,0.9991081093961697,64267.1,credit_line,SD
L79237-979621,Low,0.0991017020726416,0.9991013010709495,41150.58,home_equity,NV
L76755-993204,Low,0.09909222154184232,0.9990944927457295,62661.41,home_equity,CA
L66896-443876,Low,0.09908609576520677,0.9990876844205094,46079.1,home_equity,OH
L85835-435699,Low,0.09906253358666417,0.9990808760952893,70141.19,credit_line,ME
L93010-252109,Low,0.09906225384779468,0.9990740677700692,63654.95,home_equity,WY
L62089-234400,Low,0.09906157037266433,0.9990672594448492,82340.79,credit_line,MP
L90265-974486,Low,0.09905360007236125,0.999060451119629,53947.72,home_equity,OR
L85313-247338,Low,0.09904282590656045,0.999053642794409,45220.04,credit_line,ME
L24705-346498,Low,0.09903981911573072,0.999046834469189,81485.7,home_equity,NE
L59171-743390,Low,0.09903259334697424,0.9990400261439688,52603.6,personal,TX
L19848-946783,Low,0.09902872076283059,0.9990332178187488,49700.62,home_equity,NC
L37040-506927,Low,0.0990204539578539,0.9990264094935287,76528.43,credit_line,IA
L73722-810892,Low,0.09900703792168734,0.9990196011683086,73539.97,home_equity,WA
L88481-809416,Low,0.09900554224259933,0.9990127928430885,51545.04,credit_line,SC
L55713-693300,Low,0.09900494826760158,0.9990059845178685,73787.94,small_business,MI
L58530-11607,Low,0.09899839462891803,0.9989991761926483,55070.12,auto,WV
L10336-450869,Low,0.09899570373673251,0.9989923678674283,64484.95,credit_line,WA
L81707-372128,Low,0.09899505500975314,0.9989855595422082,69911.18,home_equity,CT
L90823-601389,Low,0.09898424564892033,0.9989787512169881,66698.19,home_equity,FL
L37065-266726,Low,0.09897122638099454,0.998968538729158,75866.7,home_equity,OH
L37065-266726,Low,0.09897122638099454,0.998968538729158,75866.7,home_equity,OH
L93449-335580,Low,0.09897049761401978,0.9989583262413279,36220.57,small_business,FL
L897-60778,Low,0.09896739351173083,0.9989515179161078,72955.69,credit_line,FL
L30441-996372,Low,0.09896359356183039,0.9989447095908878,74477.13,home_equity,SC
L684-108449,Low,0.09896207481074658,0.9989379012656676,61477.94,home_equity,NE
L76141-643059,Low,0.09895521446651864,0.9989310929404476,74335.96,home_equity,MT
L7695-721999,Low,0.09895081014631374,0.9989242846152275,51310.13,home_equity,OK
L38762-40177,Low,0.0989451226244781,0.9989174762900074,62946.49,home_equity,TX
L95354-252520,Low,0.09894392313161939,0.9989106679647873,52485.77,credit_line,IL
L7246-67646,Low,0.09893786639826123,0.9989038596395673,71934.27,credit_line,KY
L56979-78296,Low,0.09893514905190547,0.9988970513143471,56812.84,home_equity,AS
L45910-259877,Low,0.09893137088227742,0.9988902429891271,69769.17,credit_line,IN
L67541-488625,Low,0.09892675449361367,0.998883434663907,74541.0,home_equity,VT
L68746-836986,Low,0.09892512446680503,0.9988766263386869,71616.08,home_equity,NH
L16686-860841,Low,0.09892410722531796,0.9988698180134669,69558.72,small_business,MT
L27503-29087,Low,0.09892369462940694,0.9988630096882468,43488.65,credit_line,OK
L66298-809998,Low,0.09892313517686677,0.9988562013630267,59026.31,credit_line,GA
L24367-90863,Low,0.09892160388768721,0.9988493930378066,67978.45,home_equity,VI
L18581-915630,Low,0.09891331155569665,0.9988425847125866,55406.78,credit_line,AR
L45927-949417,Low,0.09891078803166868,0.9988357763873664,84582.31,home_equity,NJ
L99683-90375,Low,0.09890029845705897,0.9988289680621464,81963.53,home_equity,LA
L38658-230751,Low,0.09889718521458203,0.9988221597369263,75433.96,home_equity,GU
L41184-879076,Low,0.0988909925000105,0.9988153514117062,61460.66,home_equity,WA
L163-805025,Low,0.0988817552050592,0.9988085430864861,68570.85,credit_line,IN
L66746-281876,Low,0.09888033341253986,0.9988017347612661,79466.64,auto,FM
L76311-485570,Low,0.09887084006927042,0.998794926436046,75950.05,home_equity,fl
L6907-367664,Low,0.09886859369525583,0.9987881181108259,76731.31,home_equity,SC
L72344-973635,Low,0.09885828726052064,0.9987813097856059,48102.87,auto,SC
L33842-413201,Low,0.09885229737491347,0.9987745014603857,56263.47,home_equity,GA
L93394-161296,Low,0.09884924798114682,0.9987676931351657,74118.47,credit_line,AR
L36049-773722,Low,0.0988368091196976,0.9987608848099456,57071.5,home_equity,DE
L96913-263555,Low,0.09883610107927074,0.9987540764847255,81033.57,home_equity,TX
L44841-330700,Low,0.09881746478696694,0.9987472681595054,52881.13,home_equity,MS
L82485-18908,Low,0.09881529231891467,0.9987404598342854,68093.89,auto,MN
L96861-296392,Low,0.09881479069496539,0.9987336515090652,70317.47,credit_line,MA
L36136-678975,Low,0.09879456918668789,0.9987268431838452,73790.13,home_equity,IN
L83039-685506,Low,0.09879455403449479,0.9987200348586251,40827.65,home_equity,
L41024-638069,Low,0.09878613773975026,0.998713226533405,72192.81,unknown,VA
L75462-309156,Low,0.09877300487470307,0.998706418208185,91243.34,auto,GU
L52534-310824,Low,0.09877124975546313,0.9986996098829649,66805.29,credit_line,CT
L39642-796773,Low,0.09877044901213929,0.9986928015577448,47996.76,home_equity,GU
L79281-946581,Low,0.0987649604650498,0.9986859932325247,63615.92,auto,IA
L97643-365492,Low,0.09876476721541418,0.9986791849073047,64171.95,credit_line,MA
L74763-744438,Low,0.09876410461460124,0.9986723765820845,77748.54,home_equity,FL
L68890-94655,Low,0.09875868350426943,0.9986655682568645,62321.42,credit_line,TN
L46321-838329,Low,0.09875832925683711,0.9986587599316444,65414.43,home_equity,ND
L29347-531091,Low,0.09875066652826199,0.9986519516064243,71588.87,credit_line,MS
L58411-388061,Low,0.09874345267390368,0.9986451432812042,68532.56,home_equity,AZ
L70643-912000,Low,0.09872717317452637,0.9986383349559842,68553.6,home_equity,KY 
L19222-789410,Low,0.09872151086968235,0.998631526630764,79560.81,home_equity,VI
L19077-82414,Low,0.09871024753765073,0.998624718305544,60174.11,credit_line,AS
L74356-231762,Low,0.0987087899936327,0.998617909980324,75395.8,home_equity,AR
L96834-388882,Low,0.09870677278843215,0.9986111016551038,60161.06,home_equity,DC
L40136-803141,Low,0.0987043008055227,0.9986042933298838,58395.29,home_equity,Me
L62496-999492,Low,0.09870212677801343,0.9985974850046637,64957.37,home_equity,SC
L97814-204228,Low,0.09869792362709395,0.9985906766794437,77993.43,credit_line,IA
L2212-355761,Low,0.0986918443894625,0.9985838683542235,52740.5,auto,GU
L47857-82912,Low,0.09868767747674118,0.9985770600290035,76813.02,credit_line,ID
L14305-929633,Low,0.09868366655769244,0.9985702517037834,67572.86,credit_line,AS
L33315-175872,Low,0.09868052355589545,0.9985634433785633,50968.22,home_equity,ME
L36692-872802,Low,0.09867063833927096,0.9985566350533432,50384.96,credit_line,DE
L38656-372184,Low,0.09866743313316917,0.9985498267281232,63336.23,small_business,MH
L35393-556669,Low,0.09865882256725528,0.998543018402903,69593.73,auto,CO
L67422-800357,Low,0.09865535986714974,0.998536210077683,75795.37,credit_line,HI
L92858-472109,Low,0.0986508254593787,0.998529401752463,60424.03,credit_line,VT
L83221-840154,Low,0.09864950564244263,0.9985225934272428,75640.62,credit_line,Fl
L16621-613881,Low,0.09864713006598723,0.9985157851020228,64203.87,home_equity,SC
L92213-414168,Low,0.09864650861775029,0.9985089767768027,80195.49,home_equity,Wy
L69162-280126,Low,0.09864647089469031,0.9985021684515826,79933.51,credit_line,VT
L43718-196605,Low,0.09864511559987718,0.9984953601263625,44951.75,credit_line,
L20755-373746,Low,0.09864403765575658,0.9984885518011425,79424.23,credit_line,TN
L19728-113571,Low,0.09863953087378913,0.9984817434759223,55498.06,credit_line,FL
L45848-919167,Low,0.09863380928889161,0.9984749351507023,73532.07,credit_line,WV
L53977-612666,Low,0.09862897813150809,0.9984681268254822,77405.04,home_equity,TX
L78554-279367,Low,0.09862890074751497,0.9984613185002621,81445.01,auto,WA
L7598-577432,Low,0.09862880707915188,0.998454510175042,68565.77,home_equity,FL
L53939-121609,Low,0.09862551852968932,0.998447701849822,103852.66,credit_line,LA
L99654-182644,Low,0.09862218798337352,0.9984408935246019,101971.05,auto,GA
L82961-271814,Low,0.09862138532389107,0.9984340851993818,65817.36,home_equity,OK
L55560-617468,Low,0.09862120024085862,0.9984272768741618,84525.97,credit_line,RI
L98893-319189,Low,0.09861140560518933,0.9984204685489416,113007.81,small_business,MP
L37821-493619,Low,0.09859978151422903,0.9984136602237216,74691.3,home_equity,AL
L49794-899460,Low,0.09857820599794813,0.9984068518985015,68725.2,home_equity,MH
L57830-994185,Low,0.09857397974392298,0.9984000435732814,68017.05,auto,NH
L45349-308703,Low,0.0985738349890955,0.9983932352480613,67970.73,credit_line,FM
L11090-558813,Low,0.09856656465948262,0.9983864269228413,82198.14,home_equity,TX
L17155-438738,Low,0.09855984011060676,0.9983796185976211,55674.07,credit_line,CT
L75994-47179,Low,0.09855786859433532,0.9983728102724011,77735.93,credit_line,OR
L1345-446879,Low,0.09855413316879776,0.9983660019471811,50177.25,auto,CT
L34895-58947,Low,0.09855224074870575,0.9983591936219609,87585.75,unknown,MT
L13554-940000,Low,0.09854959995228006,0.9983523852967409,74082.83,credit_line,WA
L64395-136027,Low,0.09853968483853076,0.9983455769715208,57809.82,home_equity,TN
L43554-305516,Low,0.09853547792177503,0.9983387686463007,73982.38,credit_line,MH
L40519-334941,Low,0.09853392609599751,0.9983319603210806,78123.05,small_business,NE
L78532-294479,Low,0.09852288302181302,0.9983251519958606,61047.06,credit_line,OK
L60297-484329,Low,0.09851694160864653,0.9983183436706404,81593.88,small_business,IN
L43893-908351,Low,0.09851274571693205,0.9983081311828104,63919.85,home_equity,OH
L43893-908351,Low,0.09851274571693205,0.9983081311828104,63919.85,home_equity,OH
L50656-115078,Low,0.09851273387998322,0.9982979186949802,59123.93,home_equity,NJ
L8419-944823,Low,0.09850972772541665,0.9982911103697601,80218.04,home_equity,CO
L45647-914737,Low,0.09850971784688531,0.99828089788193,71484.37,credit_line,AL
L45647-914737,Low,0.09850971784688531,0.99828089788193,71484.37,credit_line,AL
L76692-911560,Low,0.0985067920264306,0.9982706853940999,62765.87,credit_line,UT
L47872-537414,Low,0.09850338508651893,0.9982638770688799,72829.04,credit_line,WV
L62699-412262,Low,0.09850210336792188,0.9982570687436597,70725.36,home_equity,NV
L80715-283724,Low,0.09848977044433445,0.9982502604184397,67408.17,credit_line,FM
L62749-682320,Low,0.09848150323680965,0.9982434520932196,66799.76,home_equity,NV
L19926-203720,Low,0.09846290914203631,0.9982366437679995,73115.62,credit_line,KS
L21389-113319,Low,0.09845961112620827,0.9982298354427794,71614.01,credit_line,CT
L75856-307063,Low,0.09845067414389524,0.9982230271175594,65383.99,credit_line,TN 
L24421-475322,Low,0.09844623924175717,0.9982162187923392,64790.9,home_equity,CA
L5632-125752,Low,0.09844451065677093,0.9982094104671192,77847.5,credit_line,NM
L79404-918224,Low,0.0984422168068291,0.998199197979289,68902.4,home_equity,CO
L79404-918224,Low,0.0984422168068291,0.998199197979289,68902.4,home_equity,CO
L75648-835199,Low,0.09843881848149427,0.998188985491459,63481.52,auto,WA
L72374-418992,Low,0.0984382644840545,0.9981821771662389,54662.27,home_equity,WY
L48789-442550,Low,0.09843600841900896,0.9981753688410188,77126.25,home_equity,VA
L86083-116639,Low,0.09842675712019493,0.9981685605157987,0.0,home_equity,OR
L91044-522813,Low,0.09842572265038955,0.9981583480279685,83810.9,auto,MN
L91044-522813,Low,0.09842572265038955,0.9981583480279685,83810.9,auto,MN
L67182-12071,Low,0.09842567181622199,0.9981481355401385,67666.76,credit_line,MH
L25801-638217,Low,0.09842552605581982,0.9981413272149184,68973.88,home_equity,IA
L57916-117589,Low,0.09842261961012387,0.9981345188896983,59003.82,credit_line,
L90098-271712,Low,0.09840942407457519,0.9981277105644782,49389.75,credit_line, HI
L52328-244546,Low,0.0984072448928574,0.9981209022392582,63631.08,credit_line,DC
L53280-246800,Low,0.09840628509845414,0.998114093914038,76837.71,small_business,OK
L56811-374524,Low,0.09839593216053899,0.998107285588818,76277.36,credit_line,NE
L86706-822947,Low,0.09839552389529253,0.998100477263598,73701.73,small_business,WI
L31222-448219,Low,0.09839397879813934,0.9980936689383778,75943.65,home_equity,ND
L64533-191041,Low,0.09838425798495143,0.9980868606131578,62645.56,home_equity,DC
L75415-590968,Low,0.09838283327221671,0.9980800522879377,48561.31,small_business,MS
L42281-160334,Low,0.09837166437243675,0.9980732439627176,40088.06,home_equity,HI
L14858-763011,Low,0.09836322354704423,0.9980664356374975,53224.45,home_equity,MP
L54841-134488,Low,0.09836234195999884,0.9980596273122775,53960.81,home_equity,NJ
L70805-135106,Low,0.09835872991913515,0.9980528189870573,92488.57,credit_line,AS
L77132-445421,Low,0.09834996164971364,0.9980460106618373,67572.6,credit_line,NY
L92992-896423,Low,0.09834361917911641,0.9980392023366172,87167.3,home_equity,MO
L85773-83760,Low,0.0983383775798709,0.9980289898487871,64782.57,home_equity,MA
L85773-83760,Low,0.0983383775798709,0.9980289898487871,64782.57,home_equity,MA
L12548-429699,Low,0.09833339372243607,0.998015373198347,65497.34,credit_line,il
L12548-429699,Low,0.09833339372243607,0.998015373198347,65497.34,credit_line,il
L36771-580584,Low,0.09833063081982159,0.9980051607105168,62633.49,home_equity,MT
L45535-304192,Low,0.09832807896461603,0.9979983523852968,71951.22,credit_line,SC
L1619-934091,Low,0.09832693271781597,0.9979915440600766,70881.72,credit_line,AR
L39876-552903,Low,0.09832141845950675,0.9979847357348566,45771.71,credit_line,FL
L72770-320912,Low,0.09831274054531461,0.9979779274096365,67654.58,small_business,NJ
L99508-100530,Low,0.09830918710985234,0.9979711190844164,79475.95,credit_line,Pa
L94685-909852,Low,0.09830125500895717,0.9979643107591963,77874.84,credit_line,HI
L83942-789422,Low,0.09829591443935953,0.9979575024339763,76949.32,credit_line,AS
L2851-146679,Low,0.09829496530740095,0.9979506941087561,60848.11,auto,KS
L44016-662278,Low,0.09828870106020993,0.9979438857835361,73258.2,home_equity,WI
L45404-606272,Low,0.09828664132922649,0.9979370774583161,56826.3,credit_line,mp
L82234-893728,Low,0.09828267144873204,0.9979302691330959,67947.88,home_equity,WY 
L89079-225748,Low,0.09825575511243471,0.9979234608078759,68107.97,home_equity,Fl
L18885-132441,Low,0.098247244154812,0.9979166524826558,44053.77,credit_line,MN
L53477-406638,Low,0.09824242989808515,0.9979064399948256,70996.72,credit_line,NE
L53477-406638,Low,0.09824242989808515,0.9979064399948256,70996.72,credit_line,NE
L44732-546344,Low,0.09823825815132235,0.9978962275069956,69466.1,home_equity,AK
L30402-445736,Low,0.09823201240404521,0.9978894191817754,46090.86,credit_line,wi
L83040-333761,Low,0.09822645512394829,0.9978826108565554,67220.38,home_equity,IA
L26068-638218,Low,0.09822276119039121,0.9978758025313353,72322.63,credit_line,MS
L39207-799978,Low,0.09822265284726793,0.9978689942061152,101368.56,auto, CO
L24093-729870,Low,0.0982051550531882,0.9978621858808951,80000.67,home_equity,VI
L6460-56142,Low,0.09820291921754612,0.9978553775556751,30377.67,home_equity,KY
L56964-67816,Low,0.09820025145394856,0.997848569230455,79888.82,small_business,WV
L8646-940683,Low,0.09818180838076457,0.9978417609052349,65639.92,credit_line,CT
L23634-446388,Low,0.0981805068234314,0.9978349525800149,69856.57,home_equity,PR
L92074-422207,Low,0.09817777665270225,0.9978281442547947,80754.3,auto,WV
L59871-631972,Low,0.09816942419862208,0.9978213359295747,54168.9,auto,
L45330-329640,Low,0.09816930655649352,0.9978145276043546,71471.14,home_equity,SD
L73042-797912,Low,0.0981643292787609,0.9978077192791345,70132.53,small_business,OK
L90470-854961,Low,0.09815891753354557,0.9978009109539144,58751.44,credit_line,NV
L41606-821883,Low,0.09815675274087143,0.9977941026286944,68819.36,credit_line,VI
L5338-183529,Low,0.0981553479818233,0.9977872943034742,63339.66,home_equity,DC
L49829-116032,Low,0.09813364484993235,0.9977804859782542,51913.26,home_equity,WI
L12871-74615,Low,0.09812714425209453,0.9977736776530342,42576.49,home_equity,WY
L20658-958304,Low,0.09812147918702198,0.997766869327814,66687.26,credit_line,IL
L40294-128118,Low,0.0981149085549111,0.997760061002594,57996.55,home_equity,TX
L7653-194701,Low,0.09811031263938164,0.9977532526773739,55685.23,home_equity,NM
L23178-104010,Low,0.09810481578754886,0.9977464443521538,87431.01,credit_line,IA
L93093-87492,Low,0.09809929973531953,0.9977396360269337,92047.06,credit_line,OK
L1932-240915,Low,0.0980970951588761,0.9977328277017137,65571.62,home_equity,FL
L19049-45746,Low,0.09808884650903849,0.9977260193764935,53285.06,credit_line,MS
L24503-438272,Low,0.09808733951877886,0.9977192110512735,53313.17,credit_line,PW
L15538-212486,Low,0.09808539508993049,0.9977124027260534,0.0,credit_line,VA
L50734-39177,Low,0.0980847284679219,0.9977055944008333,74826.16,small_business,CO
L11008-675348,Low,0.09807389347606749,0.9976987860756132,76803.38,credit_line,La
L49475-960234,Low,0.09807257235168695,0.9976919777503932,56480.1,home_equity,KY
L46514-968212,Low,0.0980718940940076,0.997685169425173,57948.05,home_equity,as
L29315-94202,Low,0.09806913917683995,0.997678361099953,50449.56,small_business,PW
L97492-451188,Low,0.09806864906107579,0.997671552774733,78719.28,home_equity,AR
